*Scheduled	Actual
07/13/1980 7:40 PM	07/13/1980 7:53 PM
07/13/1980 7:50 PM	07/13/1980 7:50 PM
07/13/1980 8:00 PM	07/13/1980 8:04 PM
07/13/1980 8:55 PM	07/13/1980 8:55 PM
07/13/1980 9:05 PM	07/13/1980 9:15 PM
07/13/1980 9:10 PM	07/13/1980 9:12 PM
07/13/1980 10:05 PM	07/13/1980 10:11 PM
07/13/1980 10:45 PM	07/13/1980 10:45 PM
07/13/1980 11:15 PM	07/13/1980 11:32 PM
07/14/1980 2:40 AM	07/14/1980 2:44 AM
07/14/1980 3:00 AM	07/14/1980 3:00 AM
07/14/1980 4:40 AM	07/14/1980 4:40 AM
07/14/1980 5:30 AM	07/14/1980 5:30 AM
07/14/1980 6:00 AM	07/14/1980 6:01 AM
07/14/1980 6:05 AM	07/14/1980 6:09 AM
07/14/1980 6:10 AM	07/14/1980 6:12 AM
07/14/1980 6:20 AM	07/14/1980 6:20 AM
07/14/1980 6:55 AM	07/14/1980 6:55 AM
07/14/1980 7:00 AM	07/14/1980 7:00 AM
07/14/1980 7:05 AM	07/14/1980 7:05 AM
07/14/1980 7:15 AM	07/14/1980 7:15 AM
07/14/1980 7:17 AM	07/14/1980 7:18 AM
07/14/1980 7:25 AM	07/14/1980 7:25 AM
07/14/1980 8:00 AM	07/14/1980 8:00 AM
07/14/1980 8:00 AM	07/14/1980 8:12 AM
07/14/1980 8:10 AM	07/14/1980 8:11 AM
07/14/1980 8:15 AM	07/14/1980 8:15 AM
07/14/1980 8:30 AM	07/14/1980 8:38 AM
07/14/1980 9:00 AM	07/14/1980 9:02 AM
07/14/1980 9:30 AM	07/14/1980 9:31 AM
07/14/1980 9:35 AM	07/14/1980 9:53 AM
07/14/1980 10:00 AM	07/14/1980 10:08 AM
07/14/1980 10:03 AM	07/14/1980 10:04 AM
07/14/1980 10:20 AM	07/14/1980 10:20 AM
07/14/1980 10:35 AM	07/14/1980 10:36 AM
07/14/1980 10:52 AM	07/14/1980 10:52 AM
07/14/1980 11:00 AM	07/14/1980 11:00 AM
07/14/1980 11:00 AM	07/14/1980 11:01 AM
07/14/1980 11:02 AM	07/14/1980 11:02 AM
07/14/1980 11:20 AM	07/14/1980 11:21 AM
07/14/1980 11:33 AM	07/14/1980 11:33 AM
07/14/1980 11:35 AM	07/14/1980 11:35 AM
07/14/1980 12:00 PM	07/14/1980 12:00 PM
07/14/1980 12:03 PM	07/14/1980 12:04 PM
07/14/1980 12:05 PM	07/14/1980 12:05 PM
07/14/1980 12:30 PM	07/14/1980 12:30 PM
07/14/1980 12:35 PM	07/14/1980 12:52 PM
07/14/1980 1:00 PM	07/14/1980 1:02 PM
07/14/1980 1:03 PM	07/14/1980 1:03 PM
07/14/1980 1:20 PM	07/14/1980 1:20 PM
07/14/1980 2:00 PM	07/14/1980 2:00 PM
07/14/1980 2:00 PM	07/14/1980 2:00 PM
07/14/1980 2:02 PM	07/14/1980 2:09 PM
07/14/1980 2:11 PM	07/14/1980 2:12 PM
07/14/1980 2:15 PM	07/14/1980 2:15 PM
07/14/1980 2:20 PM	07/14/1980 2:32 PM
07/14/1980 2:44 PM	07/14/1980 2:44 PM
07/14/1980 3:00 PM	07/14/1980 3:00 PM
07/14/1980 3:00 PM	07/14/1980 3:00 PM
07/14/1980 3:05 PM	07/14/1980 3:06 PM
07/14/1980 3:15 PM	07/14/1980 3:15 PM
07/14/1980 3:15 PM	07/14/1980 3:54 PM
07/14/1980 3:30 PM	07/14/1980 3:43 PM
07/14/1980 3:35 PM	07/14/1980 3:37 PM
07/14/1980 3:40 PM	07/14/1980 4:17 PM
07/14/1980 4:00 PM	07/14/1980 4:16 PM
07/14/1980 4:00 PM	07/14/1980 4:02 PM
07/14/1980 4:03 PM	07/14/1980 4:03 PM
07/14/1980 4:05 PM	07/14/1980 4:05 PM
07/14/1980 4:40 PM	07/14/1980 4:40 PM
07/14/1980 4:42 PM	07/14/1980 4:42 PM
07/14/1980 5:00 PM	07/14/1980 5:00 PM
07/14/1980 5:00 PM	07/14/1980 5:00 PM
07/14/1980 5:10 PM	07/14/1980 5:10 PM
07/14/1980 5:39 PM	07/14/1980 5:42 PM
07/14/1980 5:42 PM	07/14/1980 6:25 PM
07/14/1980 5:47 PM	07/14/1980 5:50 PM
07/14/1980 6:00 PM	07/14/1980 6:02 PM
07/14/1980 6:00 PM	07/14/1980 6:00 PM
07/14/1980 6:25 PM	07/14/1980 6:25 PM
07/14/1980 6:35 PM	07/14/1980 6:36 PM
07/14/1980 6:45 PM	07/14/1980 6:45 PM
07/14/1980 6:45 PM	07/14/1980 6:46 PM
07/14/1980 7:00 PM	07/14/1980 7:03 PM
07/14/1980 7:00 PM	07/14/1980 7:04 PM
07/14/1980 7:15 PM	07/14/1980 7:17 PM
07/14/1980 7:40 PM	07/14/1980 7:41 PM
07/14/1980 7:50 PM	07/14/1980 7:50 PM
07/14/1980 8:00 PM	07/14/1980 8:02 PM
07/14/1980 8:55 PM	07/14/1980 8:56 PM
07/14/1980 9:05 PM	07/14/1980 9:08 PM
07/14/1980 9:10 PM	07/14/1980 9:10 PM
07/14/1980 10:05 PM	07/14/1980 10:05 PM
07/14/1980 10:45 PM	07/14/1980 10:45 PM
07/14/1980 11:15 PM	07/14/1980 11:15 PM
07/15/1980 2:40 AM	07/15/1980 2:56 AM
07/15/1980 3:00 AM	
07/15/1980 4:40 AM	07/15/1980 4:40 AM
07/15/1980 5:30 AM	07/15/1980 5:30 AM
07/15/1980 6:00 AM	07/15/1980 6:01 AM
07/15/1980 6:05 AM	07/15/1980 6:05 AM
07/15/1980 6:10 AM	07/15/1980 6:10 AM
07/15/1980 6:20 AM	07/15/1980 6:20 AM
07/15/1980 6:45 AM	07/15/1980 6:46 AM
07/15/1980 6:55 AM	07/15/1980 6:55 AM
07/15/1980 7:00 AM	07/15/1980 7:00 AM
07/15/1980 7:05 AM	07/15/1980 7:06 AM
07/15/1980 7:15 AM	07/15/1980 7:15 AM
07/15/1980 7:17 AM	07/15/1980 7:17 AM
07/15/1980 7:25 AM	07/15/1980 7:25 AM
07/15/1980 8:00 AM	07/15/1980 8:00 AM
07/15/1980 8:00 AM	07/15/1980 8:01 AM
07/15/1980 8:10 AM	07/15/1980 8:10 AM
07/15/1980 8:15 AM	07/15/1980 8:15 AM
07/15/1980 8:30 AM	07/15/1980 8:33 AM
07/15/1980 9:00 AM	07/15/1980 9:15 AM
07/15/1980 9:30 AM	07/15/1980 9:30 AM
07/15/1980 9:35 AM	07/15/1980 9:46 AM
07/15/1980 10:00 AM	07/15/1980 10:02 AM
07/15/1980 10:03 AM	07/15/1980 10:05 AM
07/15/1980 10:20 AM	07/15/1980 10:20 AM
07/15/1980 10:35 AM	07/15/1980 10:35 AM
07/15/1980 10:52 AM	07/15/1980 10:52 AM
07/15/1980 11:00 AM	07/15/1980 11:02 AM
07/15/1980 11:00 AM	07/15/1980 11:03 AM
07/15/1980 11:02 AM	07/15/1980 11:06 AM
07/15/1980 11:20 AM	07/15/1980 11:20 AM
07/15/1980 11:33 AM	07/15/1980 11:34 AM
07/15/1980 11:35 AM	07/15/1980 11:35 AM
07/15/1980 12:00 PM	07/15/1980 12:00 PM
07/15/1980 12:03 PM	07/15/1980 12:03 PM
07/15/1980 12:05 PM	07/15/1980 12:05 PM
07/15/1980 12:30 PM	07/15/1980 12:31 PM
07/15/1980 12:35 PM	07/15/1980 12:41 PM
07/15/1980 1:00 PM	07/15/1980 1:08 PM
07/15/1980 1:03 PM	07/15/1980 1:03 PM
07/15/1980 1:20 PM	07/15/1980 1:20 PM
07/15/1980 2:00 PM	07/15/1980 2:01 PM
07/15/1980 2:00 PM	07/15/1980 2:00 PM
07/15/1980 2:02 PM	07/15/1980 2:51 PM
07/15/1980 2:11 PM	07/15/1980 2:13 PM
07/15/1980 2:15 PM	07/15/1980 2:20 PM
07/15/1980 2:20 PM	07/15/1980 2:20 PM
07/15/1980 2:44 PM	07/15/1980 2:44 PM
07/15/1980 3:00 PM	07/15/1980 3:06 PM
07/15/1980 3:00 PM	07/15/1980 3:00 PM
07/15/1980 3:05 PM	07/15/1980 3:05 PM
07/15/1980 3:15 PM	07/15/1980 3:17 PM
07/15/1980 3:15 PM	07/15/1980 3:15 PM
07/15/1980 3:30 PM	07/15/1980 3:30 PM
07/15/1980 3:35 PM	07/15/1980 3:35 PM
07/15/1980 3:40 PM	07/15/1980 3:40 PM
07/15/1980 4:00 PM	07/15/1980 4:00 PM
07/15/1980 4:00 PM	07/15/1980 4:00 PM
07/15/1980 4:03 PM	07/15/1980 4:03 PM
07/15/1980 4:05 PM	07/15/1980 4:05 PM
07/15/1980 4:40 PM	07/15/1980 4:40 PM
07/15/1980 4:42 PM	07/15/1980 4:43 PM
07/15/1980 5:00 PM	07/15/1980 5:01 PM
07/15/1980 5:00 PM	07/15/1980 5:00 PM
07/15/1980 5:10 PM	07/15/1980 5:10 PM
07/15/1980 5:39 PM	07/15/1980 5:39 PM
07/15/1980 5:42 PM	07/15/1980 5:44 PM
07/15/1980 5:47 PM	07/15/1980 5:49 PM
07/15/1980 6:00 PM	07/15/1980 6:00 PM
07/15/1980 6:00 PM	07/15/1980 6:00 PM
07/15/1980 6:25 PM	07/15/1980 6:25 PM
07/15/1980 6:35 PM	07/15/1980 6:35 PM
07/15/1980 6:45 PM	07/15/1980 6:45 PM
07/15/1980 6:45 PM	07/15/1980 6:45 PM
07/15/1980 7:00 PM	07/15/1980 7:00 PM
07/15/1980 7:00 PM	07/15/1980 7:03 PM
07/15/1980 7:15 PM	07/15/1980 7:15 PM
07/15/1980 7:40 PM	07/15/1980 7:40 PM
07/15/1980 7:50 PM	07/15/1980 7:50 PM
07/15/1980 8:00 PM	07/15/1980 8:13 PM
07/15/1980 8:55 PM	07/15/1980 8:55 PM
07/15/1980 9:05 PM	07/15/1980 9:06 PM
07/15/1980 9:10 PM	07/15/1980 9:11 PM
07/15/1980 10:05 PM	07/15/1980 10:05 PM
07/15/1980 10:45 PM	07/15/1980 10:45 PM
07/15/1980 11:15 PM	07/15/1980 11:16 PM
07/16/1980 2:40 AM	07/16/1980 2:40 AM
07/16/1980 3:00 AM	07/16/1980 3:00 AM
07/16/1980 4:40 AM	07/16/1980 4:41 AM
07/16/1980 5:30 AM	07/16/1980 5:30 AM
07/16/1980 6:00 AM	07/16/1980 6:00 AM
07/16/1980 6:05 AM	07/16/1980 6:06 AM
07/16/1980 6:10 AM	07/16/1980 6:11 AM
07/16/1980 6:20 AM	07/16/1980 6:21 AM
07/16/1980 6:55 AM	07/16/1980 6:55 AM
07/16/1980 7:00 AM	07/16/1980 7:02 AM
07/16/1980 7:05 AM	07/16/1980 7:05 AM
07/16/1980 7:15 AM	07/16/1980 7:22 AM
07/16/1980 7:17 AM	07/16/1980 7:20 AM
07/16/1980 7:25 AM	07/16/1980 7:26 AM
07/16/1980 8:00 AM	07/16/1980 8:00 AM
07/16/1980 8:00 AM	07/16/1980 8:00 AM
07/16/1980 8:10 AM	07/16/1980 8:14 AM
07/16/1980 8:15 AM	07/16/1980 8:18 AM
07/16/1980 8:30 AM	07/16/1980 8:35 AM
07/16/1980 9:00 AM	07/16/1980 9:30 AM
07/16/1980 9:30 AM	07/16/1980 9:33 AM
07/16/1980 9:35 AM	07/16/1980 9:44 AM
07/16/1980 10:00 AM	07/16/1980 10:00 AM
07/16/1980 10:03 AM	07/16/1980 10:03 AM
07/16/1980 10:20 AM	07/16/1980 10:22 AM
07/16/1980 10:35 AM	07/16/1980 10:55 AM
07/16/1980 10:52 AM	07/16/1980 11:03 AM
07/16/1980 11:00 AM	07/16/1980 11:16 AM
07/16/1980 11:00 AM	07/16/1980 11:04 AM
07/16/1980 11:02 AM	07/16/1980 11:09 AM
07/16/1980 11:20 AM	07/16/1980 11:20 AM
07/16/1980 11:33 AM	07/16/1980 11:56 AM
07/16/1980 11:35 AM	07/16/1980 11:37 AM
07/16/1980 12:00 PM	07/16/1980 12:00 PM
07/16/1980 12:03 PM	07/16/1980 12:29 PM
07/16/1980 12:05 PM	07/16/1980 12:08 PM
07/16/1980 12:30 PM	07/16/1980 12:38 PM
07/16/1980 12:35 PM	07/16/1980 12:35 PM
07/16/1980 1:00 PM	07/16/1980 1:06 PM
07/16/1980 1:03 PM	07/16/1980 1:04 PM
07/16/1980 1:20 PM	07/16/1980 1:20 PM
07/16/1980 2:00 PM	07/16/1980 2:00 PM
07/16/1980 2:00 PM	07/16/1980 2:00 PM
07/16/1980 2:02 PM	07/16/1980 2:09 PM
07/16/1980 2:11 PM	07/16/1980 2:16 PM
07/16/1980 2:15 PM	07/16/1980 2:15 PM
07/16/1980 2:20 PM	07/16/1980 2:31 PM
07/16/1980 2:44 PM	07/16/1980 2:44 PM
07/16/1980 3:00 PM	07/16/1980 3:00 PM
07/16/1980 3:00 PM	07/16/1980 3:08 PM
07/16/1980 3:05 PM	07/16/1980 3:05 PM
07/16/1980 3:15 PM	07/16/1980 3:46 PM
07/16/1980 3:15 PM	07/16/1980 3:18 PM
07/16/1980 3:30 PM	07/16/1980 3:30 PM
07/16/1980 3:35 PM	07/16/1980 3:46 PM
07/16/1980 3:40 PM	07/16/1980 3:40 PM
07/16/1980 4:00 PM	07/16/1980 4:03 PM
07/16/1980 4:00 PM	07/16/1980 4:00 PM
07/16/1980 4:03 PM	07/16/1980 4:03 PM
07/16/1980 4:05 PM	07/16/1980 4:05 PM
07/16/1980 4:40 PM	07/16/1980 4:41 PM
07/16/1980 4:42 PM	07/16/1980 4:42 PM
07/16/1980 5:00 PM	07/16/1980 5:00 PM
07/16/1980 5:00 PM	07/16/1980 5:11 PM
07/16/1980 5:10 PM	07/16/1980 5:10 PM
07/16/1980 5:39 PM	07/16/1980 5:39 PM
07/16/1980 5:42 PM	07/16/1980 6:49 PM
07/16/1980 5:47 PM	07/16/1980 5:48 PM
07/16/1980 6:00 PM	07/16/1980 6:01 PM
07/16/1980 6:00 PM	07/16/1980 6:41 PM
07/16/1980 6:25 PM	07/16/1980 6:25 PM
07/16/1980 6:35 PM	07/16/1980 6:35 PM
07/16/1980 6:45 PM	07/16/1980 6:53 PM
07/16/1980 6:45 PM	07/16/1980 6:46 PM
07/16/1980 7:00 PM	07/16/1980 7:00 PM
07/16/1980 7:00 PM	07/16/1980 7:11 PM
07/16/1980 7:15 PM	07/16/1980 7:15 PM
07/16/1980 7:40 PM	07/16/1980 7:43 PM
07/16/1980 7:50 PM	07/16/1980 7:50 PM
07/16/1980 8:00 PM	07/16/1980 8:00 PM
07/16/1980 8:55 PM	07/16/1980 8:55 PM
07/16/1980 9:05 PM	07/16/1980 9:08 PM
07/16/1980 9:10 PM	07/16/1980 9:11 PM
07/16/1980 10:05 PM	07/16/1980 10:18 PM
07/16/1980 10:45 PM	07/16/1980 10:46 PM
07/16/1980 11:15 PM	07/16/1980 11:15 PM
07/17/1980 2:40 AM	07/17/1980 2:40 AM
07/17/1980 3:00 AM	07/17/1980 3:00 AM
07/17/1980 4:40 AM	07/17/1980 4:47 AM
07/17/1980 5:30 AM	07/17/1980 5:30 AM
07/17/1980 6:00 AM	07/17/1980 6:02 AM
07/17/1980 6:05 AM	07/17/1980 6:06 AM
07/17/1980 6:10 AM	07/17/1980 6:13 AM
07/17/1980 6:20 AM	07/17/1980 6:21 AM
07/17/1980 6:45 AM	07/17/1980 6:45 AM
07/17/1980 6:55 AM	07/17/1980 6:55 AM
07/17/1980 7:00 AM	07/17/1980 7:00 AM
07/17/1980 7:05 AM	07/17/1980 7:05 AM
07/17/1980 7:15 AM	07/17/1980 7:16 AM
07/17/1980 7:17 AM	07/17/1980 7:17 AM
07/17/1980 7:25 AM	07/17/1980 7:25 AM
07/17/1980 8:00 AM	07/17/1980 8:00 AM
07/17/1980 8:00 AM	07/17/1980 8:01 AM
07/17/1980 8:10 AM	07/17/1980 8:12 AM
07/17/1980 8:15 AM	07/17/1980 8:17 AM
07/17/1980 8:30 AM	07/17/1980 8:35 AM
07/17/1980 9:00 AM	07/17/1980 9:01 AM
07/17/1980 9:30 AM	07/17/1980 9:30 AM
07/17/1980 9:35 AM	07/17/1980 9:47 AM
07/17/1980 10:00 AM	07/17/1980 10:00 AM
07/17/1980 10:03 AM	07/17/1980 10:03 AM
07/17/1980 10:20 AM	07/17/1980 10:20 AM
07/17/1980 10:35 AM	07/17/1980 10:35 AM
07/17/1980 10:52 AM	07/17/1980 10:52 AM
07/17/1980 11:00 AM	07/17/1980 11:06 AM
07/17/1980 11:00 AM	07/17/1980 11:00 AM
07/17/1980 11:02 AM	07/17/1980 11:02 AM
07/17/1980 11:20 AM	07/17/1980 11:20 AM
07/17/1980 11:33 AM	07/17/1980 11:33 AM
07/17/1980 11:35 AM	07/17/1980 11:35 AM
07/17/1980 12:00 PM	07/17/1980 12:00 PM
07/17/1980 12:03 PM	07/17/1980 12:04 PM
07/17/1980 12:05 PM	07/17/1980 12:05 PM
07/17/1980 12:30 PM	07/17/1980 1:17 PM
07/17/1980 12:35 PM	07/17/1980 12:41 PM
07/17/1980 1:00 PM	07/17/1980 1:02 PM
07/17/1980 1:03 PM	07/17/1980 1:03 PM
07/17/1980 1:09 PM	07/17/1980 1:09 PM
07/17/1980 1:20 PM	07/17/1980 1:20 PM
07/17/1980 2:00 PM	07/17/1980 2:08 PM
07/17/1980 2:00 PM	07/17/1980 2:00 PM
07/17/1980 2:02 PM	07/17/1980 2:15 PM
07/17/1980 2:11 PM	07/17/1980 2:13 PM
07/17/1980 2:15 PM	07/17/1980 2:15 PM
07/17/1980 2:20 PM	07/17/1980 2:20 PM
07/17/1980 2:44 PM	07/17/1980 2:44 PM
07/17/1980 3:00 PM	07/17/1980 3:06 PM
07/17/1980 3:00 PM	07/17/1980 3:00 PM
07/17/1980 3:05 PM	07/17/1980 3:05 PM
07/17/1980 3:15 PM	07/17/1980 4:26 PM
07/17/1980 3:15 PM	07/17/1980 3:24 PM
07/17/1980 3:30 PM	07/17/1980 3:31 PM
07/17/1980 3:35 PM	07/17/1980 3:40 PM
07/17/1980 3:40 PM	07/17/1980 3:43 PM
07/17/1980 4:00 PM	07/17/1980 4:00 PM
07/17/1980 4:00 PM	07/17/1980 4:07 PM
07/17/1980 4:03 PM	07/17/1980 4:03 PM
07/17/1980 4:05 PM	07/17/1980 4:05 PM
07/17/1980 4:40 PM	07/17/1980 4:48 PM
07/17/1980 4:42 PM	07/17/1980 4:42 PM
07/17/1980 5:00 PM	07/17/1980 5:05 PM
07/17/1980 5:00 PM	07/17/1980 5:00 PM
07/17/1980 5:10 PM	07/17/1980 5:10 PM
07/17/1980 5:39 PM	07/17/1980 5:43 PM
07/17/1980 5:42 PM	07/17/1980 6:05 PM
07/17/1980 5:47 PM	07/17/1980 5:47 PM
07/17/1980 6:00 PM	07/17/1980 6:02 PM
07/17/1980 6:00 PM	07/17/1980 6:00 PM
07/17/1980 6:25 PM	07/17/1980 6:25 PM
07/17/1980 6:35 PM	07/17/1980 6:35 PM
07/17/1980 6:45 PM	07/17/1980 6:45 PM
07/17/1980 6:45 PM	07/17/1980 6:48 PM
07/17/1980 7:00 PM	07/17/1980 7:01 PM
07/17/1980 7:00 PM	07/17/1980 7:02 PM
07/17/1980 7:15 PM	07/17/1980 7:15 PM
07/17/1980 7:40 PM	07/17/1980 7:50 PM
07/17/1980 7:50 PM	07/17/1980 7:50 PM
07/17/1980 8:00 PM	07/17/1980 8:10 PM
07/17/1980 8:55 PM	07/17/1980 8:55 PM
07/17/1980 8:57 PM	07/17/1980 8:59 PM
07/17/1980 9:05 PM	07/17/1980 9:05 PM
07/17/1980 9:10 PM	07/17/1980 9:10 PM
07/17/1980 10:05 PM	07/17/1980 10:10 PM
07/17/1980 10:45 PM	07/17/1980 11:10 PM
07/17/1980 11:15 PM	07/17/1980 11:15 PM
07/18/1980 2:40 AM	07/18/1980 2:40 AM
07/18/1980 3:00 AM	
07/18/1980 5:45 AM	07/18/1980 5:45 AM
07/18/1980 6:05 AM	07/18/1980 7:17 AM
07/18/1980 6:45 AM	07/18/1980 6:45 AM
07/18/1980 7:00 AM	07/18/1980 7:00 AM
07/18/1980 7:00 AM	07/18/1980 7:00 AM
07/18/1980 7:05 AM	07/18/1980 7:05 AM
07/18/1980 7:15 AM	07/18/1980 7:15 AM
07/18/1980 8:00 AM	07/18/1980 8:02 AM
07/18/1980 8:03 AM	07/18/1980 8:04 AM
07/18/1980 8:05 AM	07/18/1980 8:05 AM
07/18/1980 8:15 AM	07/18/1980 8:17 AM
07/18/1980 9:00 AM	07/18/1980 9:02 AM
07/18/1980 9:05 AM	07/18/1980 9:05 AM
07/18/1980 9:09 AM	07/18/1980 9:09 AM
07/18/1980 10:00 AM	07/18/1980 10:07 AM
07/18/1980 10:00 AM	07/18/1980 10:00 AM
07/18/1980 10:05 AM	07/18/1980 10:20 AM
07/18/1980 10:20 AM	07/18/1980 10:20 AM
07/18/1980 10:52 AM	07/18/1980 10:52 AM
07/18/1980 11:02 AM	07/18/1980 11:06 AM
07/18/1980 11:05 AM	07/18/1980 11:51 AM
07/18/1980 11:20 AM	07/18/1980 11:20 AM
07/18/1980 11:30 AM	07/18/1980 11:30 AM
07/18/1980 12:00 PM	07/18/1980 12:29 PM
07/18/1980 12:03 PM	07/18/1980 12:19 PM
07/18/1980 12:05 PM	07/18/1980 12:06 PM
07/18/1980 1:00 PM	07/18/1980 1:00 PM
07/18/1980 1:05 PM	07/18/1980 1:06 PM
07/18/1980 1:17 PM	07/18/1980 1:29 PM
07/18/1980 1:20 PM	07/18/1980 1:20 PM
07/18/1980 2:00 PM	07/18/1980 2:00 PM
07/18/1980 2:05 PM	07/18/1980 2:09 PM
07/18/1980 2:15 PM	07/18/1980 2:18 PM
07/18/1980 3:00 PM	07/18/1980 3:14 PM
07/18/1980 3:00 PM	07/18/1980 3:32 PM
07/18/1980 3:04 PM	07/18/1980 3:07 PM
07/18/1980 3:13 PM	07/18/1980 3:15 PM
07/18/1980 3:15 PM	07/18/1980 3:19 PM
07/18/1980 3:15 PM	07/18/1980 3:16 PM
07/18/1980 3:40 PM	07/18/1980 3:44 PM
07/18/1980 4:05 PM	07/18/1980 5:37 PM
07/18/1980 4:30 PM	07/18/1980 4:30 PM
07/18/1980 5:00 PM	07/18/1980 6:51 PM
07/18/1980 5:05 PM	07/18/1980 5:05 PM
07/18/1980 5:15 PM	07/18/1980 5:15 PM
07/18/1980 5:17 PM	07/18/1980 5:17 PM
07/18/1980 6:05 PM	07/18/1980 6:10 PM
07/18/1980 7:00 PM	07/18/1980 7:04 PM
07/18/1980 7:01 PM	07/18/1980 7:01 PM
07/18/1980 7:15 PM	07/18/1980 7:15 PM
07/18/1980 7:53 PM	07/18/1980 7:53 PM
07/18/1980 8:00 PM	07/18/1980 8:04 PM
07/18/1980 8:01 PM	07/18/1980 8:01 PM
07/18/1980 9:05 PM	07/18/1980 9:05 PM
07/18/1980 9:15 PM	07/18/1980 9:15 PM
07/18/1980 11:05 PM	07/18/1980 11:06 PM
07/18/1980 11:35 PM	07/18/1980 11:35 PM
07/19/1980 2:40 AM	07/19/1980 2:41 AM
07/19/1980 3:00 AM	
07/19/1980 6:05 AM	07/19/1980 6:05 AM
07/19/1980 6:45 AM	07/19/1980 6:45 AM
07/19/1980 6:55 AM	07/19/1980 7:02 AM
07/19/1980 7:00 AM	07/19/1980 7:00 AM
07/19/1980 7:00 AM	07/19/1980 7:00 AM
07/19/1980 7:05 AM	07/19/1980 7:24 AM
07/19/1980 7:15 AM	07/19/1980 7:20 AM
07/19/1980 8:05 AM	07/19/1980 8:05 AM
07/19/1980 8:15 AM	07/19/1980 8:21 AM
07/19/1980 9:00 AM	07/19/1980 9:00 AM
07/19/1980 9:00 AM	07/19/1980 9:01 AM
07/19/1980 9:05 AM	07/19/1980 9:05 AM
07/19/1980 9:09 AM	07/19/1980 9:44 AM
07/19/1980 10:00 AM	07/19/1980 10:00 AM
07/19/1980 10:05 AM	07/19/1980 10:14 AM
07/19/1980 10:20 AM	07/19/1980 10:25 AM
07/19/1980 10:52 AM	07/19/1980 10:52 AM
07/19/1980 11:00 AM	07/19/1980 11:01 AM
07/19/1980 11:02 AM	07/19/1980 11:02 AM
07/19/1980 11:05 AM	07/19/1980 11:47 AM
07/19/1980 11:20 AM	07/19/1980 11:20 AM
07/19/1980 11:30 AM	07/19/1980 11:30 AM
07/19/1980 12:00 PM	07/19/1980 12:00 PM
07/19/1980 12:03 PM	07/19/1980 12:12 PM
07/19/1980 12:06 PM	07/19/1980 12:06 PM
07/19/1980 12:55 PM	07/19/1980 12:55 PM
07/19/1980 1:00 PM	07/19/1980 1:06 PM
07/19/1980 1:05 PM	07/19/1980 1:05 PM
07/19/1980 1:17 PM	07/19/1980 1:18 PM
07/19/1980 1:20 PM	07/19/1980 1:20 PM
07/19/1980 2:03 PM	07/19/1980 2:12 PM
07/19/1980 2:05 PM	07/19/1980 2:22 PM
07/19/1980 2:15 PM	07/19/1980 2:18 PM
07/19/1980 3:00 PM	07/19/1980 3:01 PM
07/19/1980 3:00 PM	07/19/1980 3:32 PM
07/19/1980 3:04 PM	07/19/1980 3:04 PM
07/19/1980 3:13 PM	07/19/1980 3:13 PM
07/19/1980 3:15 PM	07/19/1980 3:18 PM
07/19/1980 3:15 PM	07/19/1980 3:16 PM
07/19/1980 3:40 PM	07/19/1980 3:42 PM
07/19/1980 4:00 PM	07/19/1980 4:00 PM
07/19/1980 4:03 PM	07/19/1980 4:58 PM
07/19/1980 4:05 PM	07/19/1980 4:24 PM
07/19/1980 4:30 PM	07/19/1980 4:31 PM
07/19/1980 5:00 PM	07/19/1980 5:03 PM
07/19/1980 5:00 PM	07/19/1980 5:01 PM
07/19/1980 5:05 PM	07/19/1980 5:05 PM
07/19/1980 5:15 PM	07/19/1980 5:17 PM
07/19/1980 5:17 PM	07/19/1980 5:17 PM
07/19/1980 6:00 PM	07/19/1980 6:00 PM
07/19/1980 6:03 PM	07/19/1980 6:08 PM
07/19/1980 6:05 PM	07/19/1980 6:15 PM
07/19/1980 7:00 PM	07/19/1980 7:17 PM
07/19/1980 7:01 PM	07/19/1980 7:03 PM
07/19/1980 7:03 PM	07/19/1980 7:16 PM
07/19/1980 7:15 PM	07/19/1980 7:15 PM
07/19/1980 7:30 PM	07/19/1980 7:31 PM
07/19/1980 7:53 PM	07/19/1980 7:53 PM
07/19/1980 8:00 PM	07/19/1980 8:00 PM
07/19/1980 8:01 PM	07/19/1980 8:01 PM
07/19/1980 9:00 PM	07/19/1980 9:00 PM
07/19/1980 9:05 PM	07/19/1980 9:05 PM
07/19/1980 9:15 PM	07/19/1980 9:15 PM
07/19/1980 10:05 PM	07/19/1980 10:16 PM
07/19/1980 11:05 PM	07/19/1980 11:19 PM
07/19/1980 11:35 PM	07/19/1980 11:37 PM
07/19/1980 11:58 PM	07/19/1980 11:58 PM
07/20/1980 2:40 AM	07/20/1980 3:33 AM
07/20/1980 3:00 AM	07/20/1980 3:00 AM
07/20/1980 4:40 AM	07/20/1980 4:40 AM
07/20/1980 5:30 AM	07/20/1980 5:30 AM
07/20/1980 6:00 AM	07/20/1980 6:02 AM
07/20/1980 6:05 AM	07/20/1980 6:08 AM
07/20/1980 6:10 AM	07/20/1980 6:10 AM
07/20/1980 6:20 AM	07/20/1980 6:20 AM
07/20/1980 6:55 AM	07/20/1980 6:59 AM
07/20/1980 7:00 AM	07/20/1980 7:03 AM
07/20/1980 7:05 AM	07/20/1980 7:05 AM
07/20/1980 7:15 AM	07/20/1980 7:15 AM
07/20/1980 7:17 AM	07/20/1980 7:17 AM
07/20/1980 7:25 AM	07/20/1980 7:25 AM
07/20/1980 8:00 AM	07/20/1980 8:00 AM
07/20/1980 8:00 AM	07/20/1980 8:02 AM
